City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
235,Southbridge,US,2021-10-21 23:40:03,42.0751,-72.0334,64.72,75,49,7.67
236,Ilulissat,GL,2021-10-21 23:40:05,69.2167,-51.1,30.22,69,43,19.57
237,Mitsamiouli,KM,2021-10-21 23:40:07,-11.3847,43.2844,77.04,79,39,3.02
238,Mehamn,NO,2021-10-21 23:40:10,71.0357,27.8492,34.38,54,97,22.73
239,Eyl,SO,2021-10-21 23:40:11,7.9803,49.8164,77.11,84,36,4.36
240,Touros,BR,2021-10-21 23:36:22,-5.1989,-35.4608,81.5,79,99,9.37
241,Nelson Bay,AU,2021-10-21 23:40:13,-32.7167,152.15,73.29,78,18,6.29
242,Beyneu,KZ,2021-10-21 23:40:13,45.3167,55.2,45.28,45,87,12.5
243,Salalah,OM,2021-10-21 23:36:50,17.0151,54.0924,75.29,78,20,3.44
244,Shimoda,JP,2021-10-21 23:40:16,34.6667,138.95,57.56,87,100,16.33
245,Maniwaki,CA,2021-10-21 23:40:17,46.3834,-75.966,54.14,100,100,3.44
246,Clyde River,CA,2021-10-21 23:40:17,70.4692,-68.5914,21.43,86,20,6.91
247,Yeppoon,AU,2021-10-21 23:40:18,-23.1333,150.7333,82.18,69,29,10.51
248,Charters Towers,AU,2021-10-21 23:40:18,-20.1,146.2667,89.19,42,1,10.47
249,Nabire,ID,2021-10-21 23:40:20,-3.3667,135.4833,76.44,93,100,4.09
250,Mahebourg,MU,2021-10-21 23:40:20,-20.4081,57.7,74.25,88,75,6.91
251,Arraial Do Cabo,BR,2021-10-21 23:40:21,-22.9661,-42.0278,66.16,82,75,2.3
252,Catamarca,AR,2021-10-21 23:36:53,-28.4696,-65.7852,75.65,28,1,12.93
253,Guasdualito,VE,2021-10-21 23:40:22,7.2424,-70.7324,77.2,83,33,2.37
254,Hasaki,JP,2021-10-21 23:36:44,35.7333,140.8333,54.0,77,100,18.32
255,Purmerend,NL,2021-10-21 23:40:23,52.505,4.9597,52.02,72,92,1.99
256,Springbok,ZA,2021-10-21 23:40:23,-29.6643,17.8865,47.95,86,30,13.02
257,Kidal,ML,2021-10-21 23:40:24,18.4411,1.4078,83.28,20,2,9.04
258,Norman Wells,CA,2021-10-21 23:39:04,65.282,-126.8329,39.24,70,20,9.22
259,Sur,OM,2021-10-21 23:37:05,22.5667,59.5289,78.98,63,3,7.78
260,Praia Da Vitoria,PT,2021-10-21 23:40:26,38.7333,-27.0667,66.76,88,40,7.61
261,Itarema,BR,2021-10-21 23:40:28,-2.9248,-39.9167,80.38,81,100,11.83
262,Elizabeth City,US,2021-10-21 23:40:28,36.2946,-76.2511,73.45,65,1,4.0
263,Uramita,CO,2021-10-21 23:40:29,6.8994,-76.1742,71.62,98,84,1.79
264,Ambilobe,MG,2021-10-21 23:40:31,-13.2,49.05,71.53,91,38,1.43
265,Caravelas,BR,2021-10-21 23:40:32,-17.7125,-39.2481,73.81,86,100,10.83
